id,created,updated,caption,visible,created_by_id,reference_id,primary_property_id,system_id,updated_by_id,is_figure,dimensionality,is_experimental,primary_unit_id,secondary_property_id,secondary_unit_id,sample_type,extraction_method,representative,primary_property_label,secondary_property_label,doi,space_group
382,2019-05-23 16:00:36,2019-08-15 02:10:01,,1,1,7,10,10,1,0,2,1,5.0,,,2,Engauge Digitizer (Figure 5),1,,,,
383,2019-05-23 16:00:36,2019-08-15 00:53:54,,1,1,7,10,11,1,0,2,1,5.0,,,2,Engauge Digitizer (Figure 5),1,,,,
384,2019-05-23 16:00:36,2019-08-15 01:15:11,,1,1,7,10,12,1,0,2,1,5.0,,,2,Engauge Digitizer (Figure 5),1,,,,
385,2019-05-23 16:00:36,2019-08-15 01:50:16,,1,1,7,10,13,1,0,2,1,5.0,,,2,Engauge Digitizer (Figure 5),1,,,,
386,2019-05-23 16:00:36,2019-08-15 02:02:57,,1,1,7,10,14,1,0,2,1,5.0,,,2,Engauge Digitizer (Figure 5),1,,,,
387,2019-05-23 16:00:36,2019-07-14 20:27:40,,1,1,12,10,15,1,0,3,1,5.0,,,0,"Engauge Digitizer, Figure 5",1,,,,
388,2019-05-23 16:00:36,2019-07-14 20:28:53,,1,1,12,10,16,1,0,3,1,5.0,,,0,"Engauge Digitizer, Figure 5",1,,,,
389,2019-05-23 16:00:36,2019-07-14 20:30:06,,1,1,12,10,17,1,0,3,1,5.0,,,0,"Engauge Digitizer, Figure 5",1,,,,
393,2019-06-04 20:00:58,2019-06-05 14:16:11,Emission spectrum (rexcitation at 380 nm) for (N-MEDA)[PbBr4],1,16,38,4,47,16,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
394,2019-06-04 20:15:38,2019-06-05 14:16:49,Absorption spectrum for (N-MEDA)[PbBr4],1,16,38,20,47,16,1,2,1,4.0,5,5.0,2,Engauge Digitizer,1,,,,
395,2019-06-04 20:24:47,2019-06-05 14:16:30,Emission spectrum (excitation at 400 nm) for (N-MPDA)[PbBr4],1,16,38,4,48,16,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
396,2019-06-04 20:28:15,2019-06-05 14:17:16,Absorption spectrum for (N-MPDA)[PbBr4],1,16,38,20,48,16,1,2,1,4.0,5,5.0,2,Engauge Digitizer,1,,,,
397,2019-06-04 20:32:25,2019-08-21 16:56:45,Crystal structure of  (N-MEDA)[PbBr4],1,16,38,7,47,15,0,2,1,6.0,5,5.0,1,,1,,,,
398,2019-06-04 20:36:05,2019-08-21 16:55:44,Crystal structure of  (N-MPDA)[PbBr4],1,16,38,7,48,15,0,2,1,6.0,,,1,,1,,,,
400,2019-06-04 20:50:22,2019-06-05 14:21:23,Absorption spectrum for (N-MPDA)[PbBr4],1,16,38,9,48,16,0,2,1,5.0,,,2,Engauge Digitizer,1,,,,
401,2019-06-04 20:53:18,2021-01-14 23:11:52,,1,16,38,1,48,35,0,2,1,1.0,,,1,Engauge Digitizer,1,,,,
402,2019-06-04 20:54:46,2019-06-04 20:55:04,,1,16,38,10,48,16,0,2,1,5.0,,,1,Engauge Digitizer,1,,,,
403,2019-06-04 20:58:53,2019-06-04 20:59:10,Emission spectrum (excitation at 400 nm) for (N-MPDA)[PbBr4],1,16,38,9,48,16,0,2,1,5.0,,,1,Engauge Digitizer,0,,,,
404,2019-06-04 21:01:16,2019-06-05 14:19:17,Absorption spectrum for (N-MEDA)[PbBr4],1,16,38,9,47,16,0,2,1,5.0,,,2,Engauge Digitizer,1,,,,
405,2019-06-04 21:06:36,2021-01-14 23:13:10,,1,16,38,1,47,35,0,2,1,1.0,,,1,,1,,,,
407,2019-06-04 21:12:52,2019-06-04 21:12:52,photoluminescence quantum efficiency (PLQE) of the broad emission of (N-MEDA)[PbBr4] (from 400 to 700 nm),1,16,38,25,47,16,0,2,1,11.0,,,1,,1,,,,
408,2019-06-05 09:33:21,2019-06-05 14:04:53,Absorption spectra for (EDBE)[PbCl4],1,16,39,20,49,16,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
409,2019-06-05 09:35:52,2019-07-04 15:34:45,"Emission spectra for (EDBE)[PbCl4], λex = 310 nm",1,16,39,4,49,15,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
410,2019-06-05 09:37:27,2019-06-05 14:08:22,,1,16,39,9,49,16,0,2,1,5.0,,,1,,1,,,,
411,2019-06-05 09:39:45,2019-06-05 14:09:27,Upon excitation at 310 nm,1,16,39,10,49,16,0,2,1,5.0,,,1,,1,,,,
412,2019-06-05 09:40:57,2019-06-05 14:09:56,,1,16,39,25,49,16,0,2,1,11.0,,,1,,1,,,,
413,2019-06-05 09:46:27,2019-08-21 16:54:11,,1,16,39,7,49,15,0,2,1,6.0,,,0,,1,,,,
414,2019-06-05 09:50:29,2019-06-05 14:10:22,Absorption spectra for (EDBE)[PbBr4],1,16,39,20,50,16,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
415,2019-06-05 09:52:39,2019-06-05 14:06:09,"Emission spectra for (EDBE)[PbBr4], λex = 365 nm",1,16,39,4,50,16,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
416,2019-06-05 09:53:55,2019-06-05 14:10:43,,1,16,39,9,50,16,0,2,1,5.0,,,1,,1,,,,
417,2019-06-05 09:55:02,2019-06-05 14:10:56,upon 365 nm excitation,1,16,39,10,50,16,0,2,1,5.0,,,1,,1,,,,
418,2019-06-05 09:55:58,2019-06-05 14:11:13,,1,16,39,25,50,16,0,2,1,11.0,,,1,,1,,,,
419,2019-06-05 09:57:44,2019-08-21 16:52:41,upon 365 nm excitation,1,16,39,7,50,15,0,2,1,6.0,,,0,,1,,,,
420,2019-06-05 10:00:10,2019-06-05 14:05:46,Absorption spectra for (EDBE)[PbI4],1,16,39,20,51,16,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
421,2019-06-05 10:01:40,2019-06-05 14:05:17,Absorption spectra for (EDBE)[PbI4],1,16,39,4,51,16,1,2,1,4.0,5,5.0,1,Engauge Digitizer,1,,,,
422,2019-06-05 10:02:56,2019-06-05 14:11:30,,1,16,39,9,51,16,0,2,1,5.0,,,1,,1,,,,
423,2019-06-05 10:04:01,2019-06-05 14:11:43,excited at 400 nm,1,16,39,10,51,16,0,2,1,5.0,,,1,,1,,,,
424,2019-06-05 10:04:52,2019-06-05 14:11:56,,1,16,39,25,51,16,0,2,1,11.0,,,1,,1,,,,
425,2019-06-05 10:18:59,2019-08-21 16:50:32,,1,16,39,7,51,15,0,2,1,6.0,,,0,,1,,,,
426,2019-06-05 10:47:31,2019-06-05 10:47:31,,1,16,38,26,47,16,0,2,1,5.0,,,1,,1,,,,
427,2019-06-07 03:48:12,2019-06-07 03:52:51,Absorbance spectrum,1,17,36,20,21,17,1,2,1,4.0,5,5.0,2,UV-vis spectroscopy,1,Absorbance,,,
428,2019-06-07 03:57:54,2019-06-07 03:57:54,Photoluminescence,1,17,36,4,21,17,1,2,1,4.0,5,5.0,2,PL spectroscopy,1,Photoluminescence Intensity,,,
429,2019-06-07 04:09:19,2019-06-07 04:09:19,Absorbance spectrum,1,17,36,20,33,17,1,2,1,4.0,5,5.0,2,UV-vis spectroscopy,1,,,,
430,2019-06-07 04:14:42,2019-06-07 04:15:52,Photoluminescence,1,17,36,4,33,17,1,2,1,4.0,5,5.0,2,PL spectroscopy,1,,,,
431,2019-06-07 04:37:19,2019-06-07 04:38:23,Absorbance spectrum,1,17,36,20,22,17,1,2,1,4.0,5,5.0,2,UV-vis spectroscopy,1,,,,
432,2019-06-07 04:44:36,2019-06-07 04:44:36,Photoluminescence,1,17,36,4,22,17,1,2,1,4.0,5,5.0,0,PL spectroscopy,1,,,,
433,2019-06-09 20:41:30,2019-06-09 20:43:49,,1,1,30,27,40,1,0,3,1,2.0,,,1,Manual entry,1,,,,
434,2019-06-09 21:01:42,2019-06-15 17:48:00,,1,1,30,27,1,1,0,3,1,2.0,,,1,Manual entry,1,,,,
435,2019-06-09 21:03:52,2019-06-09 21:03:52,,1,1,30,27,24,1,0,3,1,2.0,,,1,Manual entry,1,,,,
436,2019-06-09 21:11:24,2019-06-09 21:11:24,,1,1,30,27,40,1,0,3,1,2.0,,,1,Manual entry,0,,,,
437,2019-06-09 21:17:49,2019-06-09 21:17:49,,1,1,30,27,1,1,0,3,1,2.0,,,1,Manual entry,0,,,,
438,2019-06-09 21:35:06,2019-06-09 21:35:06,,1,1,51,27,24,1,0,3,1,2.0,,,0,Manual entry,0,,,,
439,2019-06-09 21:43:36,2019-06-09 21:43:36,,1,1,51,27,40,1,0,3,1,2.0,,,0,Manual entry,0,,,,
440,2019-06-09 22:01:17,2019-06-09 22:01:17,,1,1,51,27,1,1,0,3,1,2.0,,,0,Manual entry,0,,,,
441,2019-06-17 00:43:46,2019-06-17 01:14:42,,1,1,52,27,1,1,0,3,1,2.0,,,0,Manual entry,0,,,,
442,2019-06-17 00:55:45,2019-06-17 00:55:45,,1,1,52,27,40,1,0,3,1,2.0,,,0,Manual entry,0,,,,
443,2019-06-17 01:14:06,2019-06-17 01:14:06,,1,1,52,27,24,1,0,3,1,2.0,,,0,Manual entry,0,,,,
444,2019-06-17 01:23:54,2019-06-17 01:23:54,,1,1,15,27,24,1,0,3,1,2.0,,,0,Manual entry,0,,,,
445,2019-06-17 01:32:47,2019-06-17 01:32:47,,1,1,31,27,40,1,0,3,1,2.0,,,1,Manual entry,0,,,,
446,2019-06-18 15:41:21,2019-06-18 15:41:21,,1,1,29,27,1,1,0,3,1,2.0,,,1,,0,Powdered crystals,,,
448,2019-06-18 15:50:46,2019-06-18 15:50:46,,1,1,29,27,40,1,0,3,1,2.0,,,1,,0,Powdered crystals,,,
449,2019-06-18 15:54:42,2019-06-18 15:54:42,,1,1,29,27,24,1,0,3,1,2.0,,,1,,0,Powdered crystals,,,
450,2019-06-18 15:59:28,2019-06-18 15:59:28,,1,1,17,27,24,1,0,3,1,2.0,,,2,,0,,,,
451,2019-06-30 21:52:09,2019-06-30 21:52:09,,1,1,53,27,24,1,0,3,1,2.0,,,0,Manual entry,0,,,,
452,2019-06-30 21:54:51,2019-06-30 21:54:51,,1,1,53,27,24,1,0,3,1,2.0,,,3,Manual entry,0,,,,
453,2019-06-30 22:06:59,2019-06-30 22:10:16,,1,1,13,27,24,1,0,3,1,2.0,,,1,Manual entry,0,,,,
454,2019-06-30 22:14:02,2019-06-30 22:14:02,,1,1,13,27,24,1,0,3,1,2.0,,,1,Manual entry,0,,,,
455,2019-06-30 22:18:32,2019-06-30 22:18:32,,1,1,13,27,24,1,0,3,1,2.0,,,0,Manual entry,0,,,,
456,2019-06-30 22:33:17,2019-06-30 22:33:17,MAPbI3 (d6-CD3ND3PbI3),1,1,24,27,24,1,0,3,1,2.0,,,1,Manual entry,0,,,,
457,2019-06-30 22:38:07,2019-06-30 22:38:07,MAPbI3 (d6-CD3ND3PbI3),1,1,24,27,24,1,0,3,1,2.0,,,1,Manual entry,0,,,,
458,2019-06-30 22:46:32,2019-06-30 22:46:32,MAPbI3 (d3-CH3ND3PbI3),1,1,24,27,24,1,0,3,1,2.0,,,1,Manual entry,0,,,,
459,2019-06-30 23:00:18,2019-06-30 23:00:18,,1,1,24,27,24,1,0,3,1,2.0,,,1,Manual entry,0,,,,
460,2019-07-02 15:20:58,2019-07-02 15:20:58,,1,1,54,27,24,1,0,3,1,2.0,,,2,Manual entry,0,,,,
461,2019-07-02 15:33:20,2019-07-02 15:36:09,,1,1,54,27,24,1,0,3,1,2.0,,,2,Manual entry,0,,,,
462,2019-07-03 15:56:18,2019-07-03 15:56:18,,1,1,55,27,24,1,0,3,1,2.0,,,2,Manual entry,0,,,,
463,2019-07-03 15:59:59,2019-07-03 15:59:59,,1,1,56,27,24,1,0,3,0,2.0,,,0,Manual entry,0,,,,
464,2019-07-03 16:04:38,2019-07-03 16:04:38,,1,1,57,27,24,1,0,3,1,2.0,,,2,Manual entry,0,,,,
465,2019-07-14 20:20:55,2019-08-11 20:54:56,,1,1,6,7,22,1,0,2,1,6.0,,,0,Manual entry (SI Section X),0,,,,
466,2019-08-09 01:44:50,2019-08-09 14:35:33,,1,1,58,7,53,1,0,2,1,6.0,,,0,Manual entry,1,,,,
467,2019-08-09 01:47:57,2019-08-09 14:35:17,,1,1,58,7,54,1,0,2,1,6.0,,,0,Manual entry,1,,,,
469,2019-08-11 23:08:34,2020-04-26 14:14:09,,1,16,43,20,56,1,1,2,1,4.0,18,1.0,0,Engauge Digitizer,1,Optical absorption spectra of EA4Pb3Br10,,,
470,2019-08-11 23:13:41,2019-08-11 23:45:22,,1,16,43,7,56,16,0,2,1,6.0,,,0,Engauge Digitizer,1,Experimental structure 293K,,,
472,2019-08-11 23:24:40,2020-04-26 13:35:01,,1,16,43,20,55,1,1,2,1,4.0,18,1.0,0,Engauge Digitizer,1,Optical absorption spectra of EA4Pb3Cl10,,,
473,2019-08-11 23:45:00,2019-08-11 23:45:00,,1,16,43,7,55,16,0,2,1,6.0,,,0,,1,Atomic structure  EA4Pb3Cl10 at 293K,,,
474,2019-08-13 19:18:03,2019-08-22 05:14:18,,1,1,59,7,57,1,0,2,1,6.0,,,0,Manual entry,0,,,,
475,2019-08-13 19:23:41,2019-08-13 19:23:41,,1,1,59,7,58,1,0,2,1,6.0,,,0,Manual entry,1,,,,
476,2019-08-13 19:34:18,2019-08-13 19:34:18,,1,1,59,7,59,1,0,2,1,6.0,,,0,Manual entry,1,,,,
477,2019-08-13 19:45:07,2019-08-13 19:45:07,,1,1,59,9,57,1,0,2,1,5.0,,,6,Manual entry,1,,,,
478,2019-08-13 19:46:20,2019-08-13 19:46:20,,1,1,59,9,58,1,0,2,1,5.0,,,6,Manual entry,1,,,,
479,2019-08-13 19:48:52,2019-08-13 19:48:52,,1,1,59,9,59,1,0,2,1,5.0,,,6,Manual entry,1,,,,
480,2019-08-13 19:50:50,2019-08-13 19:56:25,,1,1,59,10,57,1,0,2,1,5.0,2,2.0,6,Manual entry,1,,,,
481,2019-08-13 19:52:58,2019-08-13 19:56:13,,1,1,59,10,58,1,0,2,1,5.0,2,2.0,6,Manual entry,1,,,,
482,2019-08-13 19:54:54,2019-08-13 19:55:59,,1,1,59,10,59,1,0,2,1,5.0,2,2.0,6,Manual entry,1,,,,
483,2019-08-14 19:12:20,2019-08-14 19:12:20,,1,1,44,7,60,1,0,2,1,6.0,,,1,Manual entry,1,,,,
484,2019-08-14 19:42:29,2019-08-14 19:42:29,,1,1,44,7,61,1,0,2,1,6.0,,,1,Manual entry,1,,,,
485,2019-08-14 19:46:50,2019-08-14 19:50:08,,1,1,44,10,61,1,0,2,1,5.0,,,2,Manual entry,1,,,,
486,2019-08-14 19:49:01,2019-08-14 19:49:01,,1,1,44,10,60,1,0,2,1,5.0,,,2,Manual entry,1,,,,
488,2019-08-15 18:52:18,2019-08-15 21:34:08,,1,16,45,7,63,16,0,2,1,6.0,,,0,,1,,,,
489,2019-08-15 19:05:20,2019-08-15 21:33:07,,1,16,45,7,64,16,0,2,1,6.0,,,0,,1,,,,
490,2019-08-15 19:13:04,2019-08-15 21:32:02,,1,16,45,7,65,16,0,2,1,6.0,,,0,,1,,,,
491,2019-08-15 19:18:25,2019-08-15 21:30:50,,1,16,45,7,66,16,0,2,1,6.0,,,0,,1,,,,
492,2019-08-15 19:26:28,2019-08-15 21:29:43,,1,16,45,7,67,16,0,2,1,6.0,,,0,,1,,,,
493,2019-08-15 19:54:50,2019-08-15 21:26:55,,1,16,45,7,68,16,0,2,1,6.0,,,0,,1,,,,
494,2019-08-15 21:53:50,2019-08-15 21:57:52,,1,16,45,7,69,16,0,2,1,6.0,,,0,,1,,,,
495,2019-08-15 21:56:51,2019-08-15 21:56:51,,1,16,45,7,69,16,0,2,1,6.0,,,0,,0,,,,
496,2019-08-18 01:15:58,2019-08-18 01:51:42,,1,1,60,7,70,1,0,1,1,6.0,,,0,Manual entry,1,,,,
497,2019-08-18 01:20:03,2019-08-18 01:51:15,,1,1,60,7,71,1,0,2,1,6.0,,,0,Manual entry,1,,,,
498,2019-08-18 01:27:06,2019-08-18 01:52:04,,1,1,60,7,72,1,0,2,1,6.0,,,0,Manual entry,1,,,,
499,2019-08-18 01:34:08,2019-08-18 01:50:54,,1,1,60,7,73,1,0,2,1,6.0,,,0,Manual entry,1,,,,
500,2019-08-18 01:40:33,2019-08-18 01:50:19,,1,1,60,7,74,1,0,3,1,6.0,,,0,Manual entry,1,,,,
501,2019-08-18 01:44:49,2019-08-18 01:44:49,,1,1,60,7,75,1,0,1,1,6.0,,,0,Manual entry,1,,,,
502,2019-08-18 01:48:32,2019-08-18 01:48:32,,1,1,60,7,76,1,0,1,1,6.0,,,0,Manual entry,1,,,,
503,2019-08-18 18:57:26,2019-08-18 18:57:26,,1,1,60,28,70,1,0,1,1,1.0,,,6,Manual entry,1,,,,
504,2019-08-18 19:01:11,2019-08-18 19:02:38,,1,1,60,28,71,1,0,2,1,1.0,,,6,Manual entry,1,,,,
505,2019-08-18 19:02:28,2019-08-18 19:02:28,,1,1,60,28,72,1,0,2,1,1.0,,,6,Manual entry,1,,,,
506,2019-08-18 19:05:53,2019-08-18 19:05:53,,1,1,60,28,73,1,0,2,1,1.0,,,6,Manual entry,1,,,,
507,2019-08-18 19:07:15,2019-08-18 19:07:15,,1,1,60,28,74,1,0,3,1,1.0,,,6,Manual entry,1,,,,
508,2019-08-18 19:09:45,2019-08-18 19:09:45,,1,1,60,28,75,1,0,1,1,1.0,,,6,Manual entry,1,,,,
509,2019-08-18 19:11:03,2019-08-18 19:11:03,,1,1,60,28,76,1,0,1,1,1.0,,,6,Manual entry,1,,,,
510,2019-08-19 15:41:13,2019-08-19 15:41:13,,1,1,60,10,70,1,0,1,1,1.0,,,1,Manual entry,1,,,,
511,2019-08-19 15:47:11,2019-08-19 15:47:11,,1,1,60,10,71,1,0,2,1,1.0,,,1,Manual entry,1,,,,
512,2019-08-19 15:48:11,2019-08-19 15:48:11,,1,1,60,10,72,1,0,2,1,1.0,,,1,Manual entry,1,,,,
513,2019-08-19 15:52:06,2019-08-19 15:52:06,,1,1,60,10,73,1,0,2,1,1.0,,,1,Manual entry,1,,,,
514,2019-08-19 15:52:48,2019-08-19 15:52:48,,1,1,60,10,74,1,0,3,1,1.0,,,1,Manual entry,1,,,,
515,2019-08-19 15:54:42,2019-08-19 15:54:42,,0,1,60,10,75,1,0,1,1,1.0,,,1,Manual entry,1,,,,
516,2019-08-19 15:56:36,2019-08-19 15:56:36,,1,1,60,10,76,1,0,1,1,1.0,,,1,Manual entry,1,,,,
517,2019-08-19 16:10:13,2019-08-19 18:11:07,,1,21,61,7,80,21,0,2,1,6.0,,,0,,1,,,,
518,2019-08-19 16:13:04,2019-08-19 18:14:17,,1,21,61,7,82,21,0,2,1,6.0,,,0,,1,,,,
519,2019-08-19 16:15:09,2019-08-19 18:15:49,,1,21,61,7,83,21,0,2,1,6.0,,,0,,1,,,,
520,2019-08-19 16:24:28,2019-08-19 18:21:02,,1,21,64,7,84,21,0,2,1,6.0,,,0,,1,,,,
521,2019-08-19 16:26:58,2019-08-19 18:23:44,,1,21,64,7,85,21,0,2,1,6.0,,,0,,1,,,,
522,2019-08-19 17:20:03,2019-08-22 02:46:36,,1,21,83,7,89,21,0,2,1,6.0,,,0,,1,,,,
523,2019-08-19 17:22:20,2019-08-19 17:45:11,,1,22,63,7,77,22,0,2,1,6.0,,,0,Manually extracted from the publication,1,,,,
525,2019-08-19 17:43:30,2019-08-19 18:30:47,,1,21,69,7,90,21,0,1,1,6.0,,,0,,1,,,,
526,2019-08-19 17:51:19,2019-08-19 17:51:19,,1,16,46,7,86,16,0,2,1,6.0,,,0,,1,,,,
527,2019-08-19 17:53:12,2021-01-14 23:29:27,Compound has direct bandgap.,1,20,68,28,79,35,0,3,1,1.0,,,0,,1,,,,
529,2019-08-19 17:59:05,2019-08-19 17:59:05,,1,16,46,7,86,16,0,2,1,6.0,,,0,,0,,,,
530,2019-08-19 18:11:36,2019-08-19 18:17:57,Compound has direct bandgap.,1,20,68,1,94,20,0,3,1,1.0,,,0,,0,,,,
531,2019-08-19 18:20:21,2019-08-19 18:20:21,Compound has direct bandgap.,1,20,68,1,94,20,0,3,1,1.0,,,0,,0,,,,
532,2019-08-19 18:24:53,2019-08-19 19:20:17,,1,18,70,7,93,18,0,0,1,6.0,,,0,,1,,,,
533,2019-08-19 18:29:50,2019-08-27 19:04:55,,1,22,73,7,98,22,0,2,1,6.0,,,0,,1,,,,
534,2019-08-19 18:31:09,2019-08-19 18:31:09,Compound has direct bandgap,1,20,68,1,95,20,0,3,1,1.0,,,0,,0,,,,
535,2019-08-19 18:31:10,2019-08-19 19:20:00,Compound has indirect bandgap,1,20,68,1,95,20,0,1,1,1.0,,,0,,1,,,,
536,2019-08-19 18:37:17,2019-08-19 18:39:12,,1,16,46,7,97,16,0,2,1,6.0,,,0,,1,,,,
537,2019-08-19 18:42:45,2019-08-19 18:42:45,,1,16,46,7,99,16,0,2,1,6.0,,,0,,1,,,,
539,2019-08-19 18:44:55,2019-08-19 18:54:30,Compound has direct bandgap,1,20,68,1,94,20,0,3,1,1.0,,,0,,0,,,,
540,2019-08-19 18:45:22,2019-08-21 20:43:07,,1,22,73,7,92,22,0,2,1,6.0,,,0,,1,,,,
541,2019-08-19 19:01:44,2019-08-19 19:01:44,,1,21,74,7,102,21,0,1,1,6.0,,,0,,1,,,,
542,2019-08-19 19:03:38,2019-08-19 19:41:48,Lattice parameters of MA2Pb(SCN)2I2.,1,19,71,7,88,19,0,2,1,6.0,,,1,Data was manually extracted from the publication.,1,,,,
544,2019-08-19 19:07:24,2020-04-18 23:20:30,Compound has direct bandgap,1,20,68,1,94,1,0,3,1,1.0,,,0,,1,,,,
546,2019-08-19 19:19:05,2019-08-19 19:19:04,Compound has indirect bandgap,1,20,68,1,105,20,0,1,1,1.0,,,0,,1,,,,
547,2019-08-19 19:20:28,2021-05-30 18:02:20,,1,21,76,7,57,35,0,0,1,6.0,,,0,,1,,,,
548,2019-08-19 19:27:22,2019-08-19 19:27:22,,1,18,70,7,96,18,0,1,1,6.0,,,0,,1,,,,
549,2019-08-19 19:29:06,2019-08-19 19:29:06,Compound has indirect band gap.,1,20,68,1,106,20,0,1,1,1.0,,,0,,1,,,,
551,2019-08-19 19:35:10,2019-08-19 19:36:22,,1,16,48,7,100,16,0,2,1,6.0,,,0,,1,,,,
552,2019-08-19 19:41:18,2019-08-19 19:41:18,,1,21,78,7,107,21,0,2,1,6.0,,,0,,1,,,,
553,2019-08-19 19:44:35,2019-08-19 19:44:35,X-Ray Diffraction of MA2Pb(SCN)2I2 Powder,1,19,66,17,88,19,1,2,1,4.0,32,12.0,1,Manually extracted from publication,1,,,10.6084/m9.figshare.10314359,
554,2019-08-19 19:47:33,2021-05-25 21:57:43,,1,22,75,7,126,35,0,2,1,6.0,,,1,,1,,,,
555,2019-08-19 19:49:39,2019-08-19 19:49:39,,1,21,78,7,108,21,0,2,1,6.0,,,0,,1,,,,
556,2019-08-19 19:53:15,2019-08-19 19:53:15,Melt processing of thin films of 2D hybrid organic inorganic perovskite,1,23,65,7,109,23,0,2,1,6.0,,,0,,1,,,,
557,2019-08-19 20:01:56,2019-08-19 20:01:56,Melt processing of thin films of 2D hybrid organic inorganic perovskite,1,23,65,7,87,23,0,2,1,6.0,,,0,,1,,,,
558,2019-08-19 20:06:54,2019-08-19 20:15:35,Calculated absorption of MA2Pb(SCN)2I2 in the [100] direction,1,19,66,15,88,15,1,2,0,9.0,18,1.0,2,Manually extracted from publication,1,,,,
560,2019-08-19 20:10:44,2019-08-19 20:10:44,Melt processing of thin films of 2D hybrid organic inorganic perovskite,1,23,65,7,111,23,0,2,1,6.0,,,0,manually extracted from a publication,1,,,,
561,2019-08-19 20:13:46,2020-04-26 13:29:57,Absorption Spectrum,1,19,66,20,88,1,1,2,1,4.0,18,1.0,2,Manually extracted from publication,1,,,10.6084/m9.figshare.10314236,
562,2019-08-19 20:15:13,2019-08-22 02:47:46,,1,21,83,20,115,21,1,2,1,4.0,5,5.0,2,,1,absorbance,wavelength,,
563,2019-08-19 20:15:23,2020-04-18 23:20:17,Compound has direct bandgap,1,20,80,1,113,1,0,3,0,1.0,,,0,,1,,,,
564,2019-08-19 20:17:46,2019-08-19 20:17:46,Melt processing of thin films of 2D hybrid organic inorganic perovskite,1,23,65,7,114,23,0,2,1,6.0,,,0,manually extracted from a publication,1,,,,
565,2019-08-19 20:18:41,2019-08-22 02:47:18,,1,21,83,20,116,21,1,2,1,4.0,5,5.0,2,,1,absorbance,wavelength,,
566,2019-08-20 00:59:48,2019-08-20 01:17:46,,1,1,60,1,70,1,0,1,0,1.0,,,0,Manual entry,1,,,,
567,2019-08-20 01:05:32,2019-08-20 01:16:10,,1,1,60,1,71,1,0,2,0,1.0,,,0,Manual entry,1,,,,
568,2019-08-20 01:10:23,2019-08-20 01:14:53,,1,1,60,1,72,1,0,2,0,1.0,,,0,Manual entry,1,,,,
569,2019-08-20 01:12:01,2019-08-20 01:14:27,,1,1,60,1,76,1,0,1,0,1.0,,,0,Manual entry,1,,,,
570,2019-08-21 02:36:32,2019-08-21 02:54:47,,1,1,81,7,117,1,0,0,1,6.0,,,0,Manual entry,1,,,,
571,2019-08-21 02:52:11,2019-08-21 02:52:11,,1,1,81,7,118,1,0,0,1,6.0,,,0,Manual entry,1,,,,
588,2019-08-22 02:28:26,2019-08-22 02:39:00,,1,1,82,7,119,1,0,1,1,6.0,,,0,Manual entry,1,,,,
589,2019-08-22 04:59:11,2019-08-22 04:59:54,,1,1,84,7,120,1,0,0,1,6.0,,,0,Manual entry,1,,,,
590,2019-08-23 01:12:31,2019-08-23 01:12:31,,1,1,85,7,121,1,0,1,1,6.0,,,0,Manual entry,1,,,,
591,2019-08-23 01:24:34,2019-08-23 01:33:41,,1,1,85,7,122,1,0,1,1,6.0,,,0,Manual entry,1,,,,
592,2019-08-23 19:18:51,2019-08-23 19:18:51,,1,1,86,7,123,1,0,1,1,6.0,,,0,Manual entry,1,,,,
593,2019-08-23 19:22:23,2019-08-23 19:22:23,,1,1,86,7,124,1,0,1,1,6.0,,,0,Manual entry,1,,,,
594,2019-08-23 19:24:03,2019-08-23 19:24:03,,1,1,86,7,125,1,0,1,1,6.0,,,0,Manual entry,1,,,,
595,2019-08-24 13:21:57,2019-08-24 13:21:57,,1,22,73,4,92,22,1,2,1,4.0,5,5.0,0,,1,,,,
596,2019-08-24 13:43:58,2019-08-24 13:44:46,,1,22,73,4,98,22,1,2,1,4.0,5,5.0,0,,1,,,,
597,2019-08-24 14:34:08,2019-08-24 14:34:08,,1,22,63,4,91,22,1,2,1,4.0,5,5.0,0,Manually extracted from the publication,1,,,,
598,2019-08-24 14:36:28,2019-08-24 14:36:28,,1,22,63,7,91,22,0,2,1,6.0,,,0,Manually extracted from the publication,1,,,,
601,2019-08-24 23:03:01,2020-11-18 19:56:29,For the Parallel organics,1,22,79,7,110,22,0,2,1,6.0,,,0,,1,,,,
602,2019-08-24 23:10:11,2019-08-24 23:10:11,For the Parallel organics,1,22,79,4,110,22,1,2,1,4.0,5,5.0,0,,1,,,,
604,2019-08-24 23:11:29,2019-08-24 23:11:29,For the Parallel organics,1,22,79,10,110,22,0,2,1,5.0,,,0,,1,,,,
605,2019-08-24 23:40:38,2021-05-25 21:59:45,,1,22,75,4,126,35,1,2,1,4.0,18,1.0,1,,1,,,,
607,2019-08-25 00:16:47,2019-08-25 00:18:22,For the Parallel organics,1,22,79,7,126,22,0,2,1,6.0,,,0,,0,,,,
608,2019-08-25 00:26:06,2019-08-25 00:26:06,For the Parallel organics,1,22,79,4,126,22,1,2,1,4.0,5,5.0,0,,0,,,,
